gene_name,gene_id
MYH13,ENSG00000006788
MYH2,ENSG00000125414
MYH4,ENSG00000264424
MYH9,ENSG00000100345
MYLIP,ENSG00000007944
MYLK,ENSG00000065534
MYLK2,ENSG00000101306
MYLK3,ENSG00000140795
MYNN,ENSG00000085274
MYO15A,ENSG00000091536
MYO18B,ENSG00000133454
MYO1B,ENSG00000128641
MYO1C,ENSG00000197879
MYO1D,ENSG00000176658
MYO1E,ENSG00000157483
MYO1F,ENSG00000142347
MYO5A,ENSG00000197535
MYO5B,ENSG00000167306
MYO6,ENSG00000196586
MYOD1,ENSG00000129152
MYOF,ENSG00000138119
MYOT,ENSG00000120729
MZB1,ENSG00000170476
MZF1,ENSG00000099326
N4BP2,ENSG00000078177
NAA15,ENSG00000164134
NAA16,ENSG00000172766
NAA40,ENSG00000110583
NAAA,ENSG00000138744
NACC2,ENSG00000148411
NAIF1,ENSG00000171169
NAIP,ENSG00000249437
NAMPT,ENSG00000105835
NANOG,ENSG00000111704
NAP1L3,ENSG00000186310
NAP1L4,ENSG00000205531
NAP1L5,ENSG00000177432
NAT1,ENSG00000171428
NAT10,ENSG00000135372
NAT2,ENSG00000156006
NAV1,ENSG00000134369
NAV2,ENSG00000166833
NBL1,ENSG00000158747
NBN,ENSG00000104320
NBPF3,ENSG00000142794
NCAM1,ENSG00000149294
NCBP1,ENSG00000136937
NCBP3,ENSG00000074356
NCEH1,ENSG00000144959
NCF1,ENSG00000158517
NCF2,ENSG00000116701
NCF4,ENSG00000100365
NCK1,ENSG00000158092
NCLN,ENSG00000125912
NCOA1,ENSG00000084676
NCOA2,ENSG00000140396
NCOA3,ENSG00000124151
NCOA4,ENSG00000266412
NCOR1,ENSG00000141027
NCOR2,ENSG00000196498
NCR1,ENSG00000189430
NCR2,ENSG00000096264
NCR3,ENSG00000204475
NCS1,ENSG00000107130
NCSTN,ENSG00000162736
NDNF,ENSG00000173376
NDP,ENSG00000124479
NDRG1,ENSG00000104419
NDRG2,ENSG00000165795
NDRG4,ENSG00000103034
NDST4,ENSG00000138653
NDUFA3,ENSG00000170906
NDUFAB1,ENSG00000004779
NEAT1,ENSG00000245532
NEBL,ENSG00000078114
NECAB2,ENSG00000103154
NECTIN1,ENSG00000110400
NECTIN2,ENSG00000130202
NECTIN3,ENSG00000177707
NEDD4,ENSG00000069869
NEDD4L,ENSG00000049759
NEDD9,ENSG00000111859
NEFH,ENSG00000100285
NEFL,ENSG00000277586
NEFM,ENSG00000104722
NEIL3,ENSG00000109674
NEK1,ENSG00000137601
NEK11,ENSG00000114670
NEK2,ENSG00000117650
NEK3,ENSG00000136098
NEK4,ENSG00000114904
NEK5,ENSG00000197168
NEK6,ENSG00000119408
NEK8,ENSG00000160602
NELL1,ENSG00000165973
NEMP1,ENSG00000166881
NEPRO,ENSG00000163608
NES,ENSG00000132688
NETO1,ENSG00000166342
NEURL4,ENSG00000215041
NEUROD1,ENSG00000162992
NEUROD2,ENSG00000171532
NEUROG2,ENSG00000178403
NEXN,ENSG00000162614
NF1,ENSG00000196712
NF2,ENSG00000186575
NFAT5,ENSG00000102908
NFATC1,ENSG00000131196
NFATC2,ENSG00000101096
NFATC3,ENSG00000072736
NFATC4,ENSG00000100968
NFE2L1,ENSG00000082641
NFE2L2,ENSG00000116044
NFE2L3,ENSG00000050344
NFKB1,ENSG00000109320
NFKB2,ENSG00000077150
NFKBIA,ENSG00000100906
NFX1,ENSG00000086102
NGB,ENSG00000165553
NGDN,ENSG00000129460
NGF,ENSG00000134259
NGFR,ENSG00000064300
NHLH2,ENSG00000177551
NIBAN1,ENSG00000135842
NIFK,ENSG00000155438
NIN,ENSG00000100503
NINJ1,ENSG00000131669
NIPSNAP1,ENSG00000184117
NIPSNAP3A,ENSG00000136783
NKAPD1,ENSG00000150776
NKAPL,ENSG00000189134
NKRF,ENSG00000186416
NKX2-1,ENSG00000136352
NKX2-3,ENSG00000119919
NKX2-4,ENSG00000125816
NKX2-8,ENSG00000136327
NKX3-1,ENSG00000167034
NLE1,ENSG00000073536
NLGN3,ENSG00000196338
NLRC5,ENSG00000140853
NLRP1,ENSG00000091592
NLRP11,ENSG00000179873
NLRP2,ENSG00000022556
NLRP3,ENSG00000162711
NLRP5,ENSG00000171487
NLRP6,ENSG00000174885
NLRP7,ENSG00000167634
NLRP9,ENSG00000185792
NMB,ENSG00000197696
NME1,ENSG00000239672
NMNAT1,ENSG00000173614
NMU,ENSG00000109255
NNAT,ENSG00000053438
NOA1,ENSG00000084092
NOC3L,ENSG00000173145
NOD1,ENSG00000106100
NOD2,ENSG00000167207
NODAL,ENSG00000156574
NOL4,ENSG00000101746
NOL4L,ENSG00000197183
NOLC1,ENSG00000166197
NOM1,ENSG00000146909
NOMO3,ENSG00000103226
NONO,ENSG00000147140
NOP2,ENSG00000111641
NORAD,ENSG00000260032
NOS1,ENSG00000089250
NOS1AP,ENSG00000198929
NOS2,ENSG00000007171
NOS3,ENSG00000164867
NOSTRIN,ENSG00000163072
NOTCH1,ENSG00000148400
NOTCH2,ENSG00000134250
NOTCH2NLA,ENSG00000264343
NOTCH3,ENSG00000074181
NOTCH4,ENSG00000204301
NOX1,ENSG00000007952
NOX4,ENSG00000086991
NPAS4,ENSG00000174576
NPAT,ENSG00000149308
NPC1,ENSG00000141458
NPC1L1,ENSG00000015520
NPFFR2,ENSG00000056291
NPHS1,ENSG00000161270
NPHS2,ENSG00000116218
NPM3,ENSG00000107833
NPNT,ENSG00000168743
NPPA,ENSG00000175206
NPPB,ENSG00000120937
NPPC,ENSG00000163273
NPR1,ENSG00000169418
NPR3,ENSG00000113389
NPSR1,ENSG00000187258
NPTN,ENSG00000156642
NPTX2,ENSG00000106236
NPY1R,ENSG00000164128
NPY2R,ENSG00000185149
NQO1,ENSG00000181019
NQO2,ENSG00000124588
NR0B1,ENSG00000169297
NR0B2,ENSG00000131910
NR1H2,ENSG00000131408
NR1H3,ENSG00000025434
NR1H4,ENSG00000012504
NR1I2,ENSG00000144852
NR1I3,ENSG00000143257
NR2C2,ENSG00000177463
NR2E3,ENSG00000278570
NR3C1,ENSG00000113580
NR3C2,ENSG00000151623
NR4A1,ENSG00000123358
NR4A2,ENSG00000153234
NR4A3,ENSG00000119508
NR5A1,ENSG00000136931
NR5A2,ENSG00000116833
NR6A1,ENSG00000148200
NRAS,ENSG00000213281
NRDE2,ENSG00000119720
NREP,ENSG00000134986
NRF1,ENSG00000106459
NRIP1,ENSG00000180530
NRK,ENSG00000123572
NRN1,ENSG00000124785
NRP1,ENSG00000099250
NRP2,ENSG00000118257
NRROS,ENSG00000174004
NRSN1,ENSG00000152954
NRSN2,ENSG00000125841
NRXN2,ENSG00000110076
NSD2,ENSG00000109685
NSUN2,ENSG00000037474
NSUN5,ENSG00000130305
NT5C2,ENSG00000076685
NT5DC2,ENSG00000168268
NT5DC3,ENSG00000111696
NT5E,ENSG00000135318
NTF3,ENSG00000185652
NTMT1,ENSG00000148335
NTN1,ENSG00000065320
NTN4,ENSG00000074527
NTNG2,ENSG00000196358
NTPCR,ENSG00000135778
NTRK1,ENSG00000198400
NTRK2,ENSG00000148053
NTS,ENSG00000133636
NTSR1,ENSG00000101188
NTSR2,ENSG00000169006
NUAK2,ENSG00000163545
NUCB2,ENSG00000070081
NUDCD1,ENSG00000120526
NUDCD2,ENSG00000170584
NUDT1,ENSG00000106268
NUDT16L1,ENSG00000168101
NUDT21,ENSG00000167005
NUMA1,ENSG00000137497
NUMB,ENSG00000133961
NUP107,ENSG00000111581
NUP153,ENSG00000124789
NUP214,ENSG00000126883
NUP62,ENSG00000213024
NUP93,ENSG00000102900
NUP98,ENSG00000110713
NUSAP1,ENSG00000137804
NUTF2,ENSG00000102898
NVL,ENSG00000143748
NXF1,ENSG00000162231
NXF3,ENSG00000147206
NXN,ENSG00000167693
NXPH2,ENSG00000144227
NXPH4,ENSG00000182379
NXT2,ENSG00000101888
NYX,ENSG00000188937
OAS1,ENSG00000089127
OAS3,ENSG00000111331
OBP2A,ENSG00000122136
OCLN,ENSG00000197822
OCM2,ENSG00000135175
OCRL,ENSG00000122126
ODF2L,ENSG00000122417
ODR4,ENSG00000157181
OGDH,ENSG00000105953
OGFR,ENSG00000060491
OGG1,ENSG00000114026
OGT,ENSG00000147162
OIT3,ENSG00000138315
OLFM1,ENSG00000130558
OLFM2,ENSG00000105088
OLFML3,ENSG00000116774
OLIG1,ENSG00000184221
OLIG2,ENSG00000205927
OLR1,ENSG00000173391
ONECUT3,ENSG00000205922
OPALIN,ENSG00000197430
OPN1LW,ENSG00000102076
OPRD1,ENSG00000116329
OPRK1,ENSG00000082556
OPRL1,ENSG00000125510
OPRM1,ENSG00000112038
OPRPN,ENSG00000171199
OPTN,ENSG00000123240
ORAI1,ENSG00000276045
ORAI2,ENSG00000160991
ORAI3,ENSG00000175938
ORC6,ENSG00000091651
OSBP2,ENSG00000184792
OSCP1,ENSG00000116885
OSGIN1,ENSG00000140961
OSGIN2,ENSG00000164823
OSM,ENSG00000099985
OSR2,ENSG00000164920
OTOF,ENSG00000115155
OTUB1,ENSG00000167770
OTX2,ENSG00000165588
OVOL2,ENSG00000125850
OXER1,ENSG00000162881
OXSM,ENSG00000151093
OXSR1,ENSG00000172939
OXTR,ENSG00000180914
P2RX1,ENSG00000108405
P2RX3,ENSG00000109991
P2RX4,ENSG00000135124
P2RX7,ENSG00000089041
P2RY1,ENSG00000169860
P2RY12,ENSG00000169313
P2RY13,ENSG00000181631
P2RY14,ENSG00000174944
P2RY2,ENSG00000175591
P2RY6,ENSG00000171631
P4HA1,ENSG00000122884
P4HA3,ENSG00000149380
P4HB,ENSG00000185624
P4HTM,ENSG00000178467
PABPC1L,ENSG00000101104
PABPC4,ENSG00000090621
PACC1,ENSG00000065600
PADI2,ENSG00000117115
PADI4,ENSG00000159339
PAEP,ENSG00000122133
PAGE4,ENSG00000101951
PAH,ENSG00000171759
PAIP2,ENSG00000120727
PAK1,ENSG00000149269
PAK1IP1,ENSG00000111845
PAK2,ENSG00000180370
PAK4,ENSG00000130669
PALB2,ENSG00000083093
PALLD,ENSG00000129116
PALMD,ENSG00000099260
PAM,ENSG00000145730
PANK2,ENSG00000125779
PANX1,ENSG00000110218
PANX2,ENSG00000073150
PANX3,ENSG00000154143
PAPPA,ENSG00000182752
PAPPA2,ENSG00000116183
PAPSS1,ENSG00000138801
PARD3,ENSG00000148498
PARK7,ENSG00000116288
PARM1,ENSG00000169116
PARP1,ENSG00000143799
PARP11,ENSG00000111224
PARP15,ENSG00000173200
PARP3,ENSG00000041880
PART1,ENSG00000152931
PASD1,ENSG00000166049
PAWR,ENSG00000177425
PAX1,ENSG00000125813
PAX2,ENSG00000075891
PAX3,ENSG00000135903
PAX5,ENSG00000196092
PAX6,ENSG00000007372
PAX7,ENSG00000009709
PAX8,ENSG00000125618
PBDC1,ENSG00000102390
PBK,ENSG00000168078
PBLD,ENSG00000108187
PBX1,ENSG00000185630
PBX3,ENSG00000167081
PBXIP1,ENSG00000163346
PC,ENSG00000173599
PCA3,ENSG00000225937
PCAT1,ENSG00000253438
PCBD1,ENSG00000166228
PCBD2,ENSG00000132570
PCBP3,ENSG00000183570
PCCB,ENSG00000114054
PCDH10,ENSG00000138650
PCDH11X,ENSG00000102290
PCDH11Y,ENSG00000099715
PCDH17,ENSG00000118946
PCDH18,ENSG00000189184
PCDH20,ENSG00000280165
PCDH8,ENSG00000136099
PCDHA1,ENSG00000204970
PCDHA2,ENSG00000204969
PCDHA4,ENSG00000204967
PCDHA9,ENSG00000204961
PCDHB14,ENSG00000120327
PCGEM1,ENSG00000227418
PCID2,ENSG00000126226
PCK1,ENSG00000124253
PCLAF,ENSG00000166803
PCNA,ENSG00000132646
PCNX3,ENSG00000197136
PCSK1,ENSG00000175426
PCSK9,ENSG00000169174
PDCD1,ENSG00000188389
PDCD10,ENSG00000114209
PDCD1LG2,ENSG00000197646
PDCD4,ENSG00000150593
PDCD6,ENSG00000249915
PDCD6IP,ENSG00000170248
PDE10A,ENSG00000112541
PDE2A,ENSG00000186642
PDE3A,ENSG00000172572
PDE4A,ENSG00000065989
PDE4B,ENSG00000184588
PDE4DIP,ENSG00000178104
PDE5A,ENSG00000138735
PDE6H,ENSG00000139053
PDGFA,ENSG00000197461
PDGFB,ENSG00000100311
PDGFC,ENSG00000145431
PDGFD,ENSG00000170962
PDGFRA,ENSG00000134853
PDGFRB,ENSG00000113721
PDGFRL,ENSG00000104213
PDHA1,ENSG00000131828
PDHB,ENSG00000168291
PDIA2,ENSG00000185615
PDIA3,ENSG00000167004
PDIA4,ENSG00000155660
PDK1,ENSG00000152256
PDLIM2,ENSG00000120913
PDLIM4,ENSG00000131435
PDPK1,ENSG00000140992
PDPN,ENSG00000162493
PDX1,ENSG00000139515
PDXDC1,ENSG00000179889
PDYN,ENSG00000101327
PDZD4,ENSG00000067840
PDZD7,ENSG00000186862
PDZK1,ENSG00000174827
PEA15,ENSG00000162734
PEBP4,ENSG00000134020
PECAM1,ENSG00000261371
PEF1,ENSG00000162517
PEG10,ENSG00000242265
PELO,ENSG00000152684
PELP1,ENSG00000141456
PENK,ENSG00000181195
PEPD,ENSG00000124299
PER1,ENSG00000179094
PER2,ENSG00000132326
PER3,ENSG00000049246
PFKFB3,ENSG00000170525
PFKP,ENSG00000067057
PGA3,ENSG00000229859
PGAM5,ENSG00000247077
PGAP1,ENSG00000197121
PGAP2,ENSG00000148985
PGBD1,ENSG00000137338
PGD,ENSG00000142657
PGF,ENSG00000119630
PGGT1B,ENSG00000164219
PGK1,ENSG00000102144
PGM1,ENSG00000079739
PGR,ENSG00000082175
PHB,ENSG00000167085
PHB2,ENSG00000215021
PHETA1,ENSG00000198324
PHEX,ENSG00000102174
PHF10,ENSG00000130024
PHF12,ENSG00000109118
PHF21B,ENSG00000056487
PHF23,ENSG00000040633
PHF6,ENSG00000156531
PHF7,ENSG00000010318
PHF8,ENSG00000172943
PHGDH,ENSG00000092621
PHLDA3,ENSG00000174307
PHLDB2,ENSG00000144824
PHLDB3,ENSG00000176531
PHLPP1,ENSG00000081913
PHOX2B,ENSG00000109132
PI16,ENSG00000164530
PI4KA,ENSG00000241973
PIBF1,ENSG00000083535
PICALM,ENSG00000073921
PID1,ENSG00000153823
PIEZO1,ENSG00000103335
PIEZO2,ENSG00000154864
PIGF,ENSG00000151665
PIH1D1,ENSG00000104872
PIK3C3,ENSG00000078142
PIK3CA,ENSG00000121879
PIK3CB,ENSG00000051382
PIK3CD,ENSG00000171608
PIK3CG,ENSG00000105851
PIK3R1,ENSG00000145675
PIK3R2,ENSG00000105647
PIKFYVE,ENSG00000115020
PILRA,ENSG00000085514
PIM1,ENSG00000137193
PIM2,ENSG00000102096
PIMREG,ENSG00000129195
PIN1,ENSG00000127445
PINK1,ENSG00000158828
PIP4K2A,ENSG00000150867
PITHD1,ENSG00000057757
PITPNB,ENSG00000180957
PITX1,ENSG00000069011
PITX2,ENSG00000164093
PIWIL1,ENSG00000125207
PKD1,ENSG00000008710
PKD1L1,ENSG00000158683
PKD2,ENSG00000118762
PKD2L1,ENSG00000107593
PKHD1,ENSG00000170927
PKIA,ENSG00000171033
PKM,ENSG00000067225
PKNOX2,ENSG00000165495
PKP2,ENSG00000057294
PLA2G4A,ENSG00000116711
PLA2G5,ENSG00000127472
PLA2G6,ENSG00000184381
PLA2G7,ENSG00000146070
PLA2R1,ENSG00000153246
PLAGL1,ENSG00000118495
PLAGL2,ENSG00000126003
PLAT,ENSG00000104368
PLAU,ENSG00000122861
PLAUR,ENSG00000011422
PLCB1,ENSG00000182621
PLCE1,ENSG00000138193
PLCG1,ENSG00000124181
PLCG2,ENSG00000197943
PLD1,ENSG00000075651
PLD2,ENSG00000129219
PLEC,ENSG00000178209
PLEKHA1,ENSG00000107679
PLEKHA2,ENSG00000169499
PLEKHB2,ENSG00000115762
PLEKHH2,ENSG00000152527
PLEKHM2,ENSG00000116786
PLEKHO1,ENSG00000023902
PLG,ENSG00000122194
PLIN1,ENSG00000166819
PLIN2,ENSG00000147872
PLIN4,ENSG00000167676
PLIN5,ENSG00000214456
PLK1,ENSG00000166851
PLK4,ENSG00000142731
PLN,ENSG00000198523
PLP2,ENSG00000102007
PLPP3,ENSG00000162407
PLS3,ENSG00000102024
PLSCR1,ENSG00000188313
PLSCR2,ENSG00000163746
PLTP,ENSG00000100979
PLVAP,ENSG00000130300
PLXDC1,ENSG00000161381
PLXNB2,ENSG00000196576
PLXNC1,ENSG00000136040
PM20D1,ENSG00000162877
PM20D2,ENSG00000146281
PMAIP1,ENSG00000141682
PMCH,ENSG00000183395
PMFBP1,ENSG00000118557
PML,ENSG00000140464
PMM2,ENSG00000140650
PMP22,ENSG00000109099
PMS1,ENSG00000064933
PMS2,ENSG00000122512
PNMA1,ENSG00000176903
PNMA2,ENSG00000240694
PNOC,ENSG00000168081
PNP,ENSG00000198805
PNPLA1,ENSG00000180316
PNPLA2,ENSG00000177666
PNPLA3,ENSG00000100344
PNPLA6,ENSG00000032444
PNPT1,ENSG00000138035
PODXL,ENSG00000128567
POGLUT2,ENSG00000134901
POGZ,ENSG00000143442
POLB,ENSG00000070501
POLD1,ENSG00000062822
POLDIP2,ENSG00000004142
POLE,ENSG00000177084
POLH,ENSG00000170734
POLR2A,ENSG00000181222
POLR2B,ENSG00000047315
POLR2C,ENSG00000102978
POLR2E,ENSG00000099817
POLR2G,ENSG00000168002
POLR2H,ENSG00000163882
POLR2M,ENSG00000255529
POMC,ENSG00000115138
POMGNT1,ENSG00000085998
POMT1,ENSG00000130714
PON1,ENSG00000005421
PON2,ENSG00000105854
POPDC3,ENSG00000132429
POR,ENSG00000127948
PORCN,ENSG00000102312
POSTN,ENSG00000133110
POTEF,ENSG00000196604
POTEI,ENSG00000196834
POTEJ,ENSG00000222038
POU1F1,ENSG00000064835
POU2AF1,ENSG00000110777
POU2F1,ENSG00000143190
POU2F2,ENSG00000028277
POU2F3,ENSG00000137709
POU3F1,ENSG00000185668
POU3F3,ENSG00000198914
POU3F4,ENSG00000196767
POU4F3,ENSG00000091010
POU5F1,ENSG00000204531
PPARA,ENSG00000186951
PPARD,ENSG00000112033
PPARG,ENSG00000132170
PPARGC1A,ENSG00000109819
PPFIA1,ENSG00000131626
PPFIA3,ENSG00000177380
PPFIA4,ENSG00000143847
PPIC,ENSG00000168938
PPID,ENSG00000171497
PPIF,ENSG00000108179
PPM1A,ENSG00000100614
PPM1D,ENSG00000170836
PPM1H,ENSG00000111110
PPP1CA,ENSG00000172531
PPP1R15B,ENSG00000158615
PPP1R16B,ENSG00000101445
PPP1R1B,ENSG00000131771
PPP1R1C,ENSG00000150722
PPP1R37,ENSG00000104866
PPP1R7,ENSG00000115685
PPP1R9B,ENSG00000108819
PPP2CA,ENSG00000113575
PPP2R1A,ENSG00000105568
PPP2R3A,ENSG00000073711
PPP2R3C,ENSG00000092020
PPP3CA,ENSG00000138814
PPP4R1,ENSG00000154845
PPP4R4,ENSG00000119698
PRAME,ENSG00000185686
PRC1,ENSG00000198901
PRCP,ENSG00000137509
PRDM1,ENSG00000057657
PRDM10,ENSG00000170325
PRDM12,ENSG00000130711
PRDM13,ENSG00000112238
PRDM15,ENSG00000141956
PRDM6,ENSG00000061455
PREP,ENSG00000085377
PREPL,ENSG00000138078
PRF1,ENSG00000180644
PRG2,ENSG00000186652
PRG4,ENSG00000116690
PRICKLE1,ENSG00000139174
PRKAA1,ENSG00000132356
PRKAA2,ENSG00000162409
PRKAB1,ENSG00000111725
PRKACA,ENSG00000072062
PRKACB,ENSG00000142875
PRKAG1,ENSG00000181929
PRKAG2,ENSG00000106617
PRKAR1A,ENSG00000108946
PRKCA,ENSG00000154229
PRKCB,ENSG00000166501
PRKCD,ENSG00000163932
PRKCE,ENSG00000171132
PRKCG,ENSG00000126583
PRKCH,ENSG00000027075
PRKCI,ENSG00000163558
PRKCQ,ENSG00000065675
PRKCZ,ENSG00000067606
PRKD1,ENSG00000184304
PRKD3,ENSG00000115825
PRKDC,ENSG00000253729
PRKN,ENSG00000185345
PRKRA,ENSG00000180228
PRL,ENSG00000172179
PRLR,ENSG00000113494
PRM1,ENSG00000175646
PRMT1,ENSG00000126457
PRMT5,ENSG00000100462
PRMT8,ENSG00000111218
PRMT9,ENSG00000164169
PRNCR1,ENSG00000282961
PRNP,ENSG00000171867
PROC,ENSG00000115718
PROCR,ENSG00000101000
PRODH,ENSG00000100033
PROKR2,ENSG00000101292
PROM1,ENSG00000007062
PROM2,ENSG00000155066
PROP1,ENSG00000175325
PROS1,ENSG00000184500
PROSER1,ENSG00000120685
PROX1,ENSG00000117707
PRPF19,ENSG00000110107
PRPF3,ENSG00000117360
PRPF31,ENSG00000105618
PRPF8,ENSG00000174231
PRPH,ENSG00000135406
PRPH2,ENSG00000112619
PRPS1,ENSG00000147224
PRPS2,ENSG00000101911
PRPSAP1,ENSG00000161542
PRR11,ENSG00000068489
PRR13,ENSG00000205352
PRR14L,ENSG00000183530
PRRC2A,ENSG00000204469
PRRG2,ENSG00000126460
PRRT2,ENSG00000167371
PRRX1,ENSG00000116132
PRSS16,ENSG00000112812
PRTN3,ENSG00000196415
PRXL2A,ENSG00000122378
PSD,ENSG00000059915
PSD3,ENSG00000156011
PSEN1,ENSG00000080815
PSEN2,ENSG00000143801
PSENEN,ENSG00000205155
PSG1,ENSG00000231924
PSIP1,ENSG00000164985
PSKH1,ENSG00000159792
PSMA6,ENSG00000100902
PSMB5,ENSG00000100804
PSMC2,ENSG00000161057
PSMC5,ENSG00000087191
PSMD1,ENSG00000173692
PSMD10,ENSG00000101843
PSMD2,ENSG00000175166
PSMD3,ENSG00000108344
PSMD4,ENSG00000159352
PSME3,ENSG00000131467
PSPC1,ENSG00000121390
PSRC1,ENSG00000134222
PSTPIP2,ENSG00000152229
PTAFR,ENSG00000169403
PTBP1,ENSG00000011304
PTBP2,ENSG00000117569
PTCD1,ENSG00000106246
PTCD2,ENSG00000049883
PTCD3,ENSG00000132300
PTCH1,ENSG00000185920
PTDSS1,ENSG00000156471
PTEN,ENSG00000171862
PTGDR,ENSG00000168229
PTGDR2,ENSG00000183134
PTGER2,ENSG00000125384
PTGER3,ENSG00000050628
PTGER4,ENSG00000171522
PTGES,ENSG00000148344
PTGES3,ENSG00000110958
PTGFR,ENSG00000122420
PTGFRN,ENSG00000134247
PTGIR,ENSG00000160013
PTGIS,ENSG00000124212
PTGS1,ENSG00000095303
PTGS2,ENSG00000073756
PTH,ENSG00000152266
PTH1R,ENSG00000160801
PTH2R,ENSG00000144407
PTHLH,ENSG00000087494
PTK2,ENSG00000169398
PTK2B,ENSG00000120899
PTK6,ENSG00000101213
PTK7,ENSG00000112655
PTOV1,ENSG00000104960
PTP4A1,ENSG00000112245
PTP4A3,ENSG00000184489
PTPA,ENSG00000119383
PTPDC1,ENSG00000158079
PTPN1,ENSG00000196396
PTPN11,ENSG00000179295
PTPN13,ENSG00000163629
PTPN2,ENSG00000175354
PTPN22,ENSG00000134242
PTPN5,ENSG00000110786
PTPN6,ENSG00000111679
PTPRB,ENSG00000127329
PTPRC,ENSG00000081237
PTPRF,ENSG00000142949
PTPRG,ENSG00000144724
PTPRJ,ENSG00000149177
PTPRM,ENSG00000173482
PTPRQ,ENSG00000139304
PTPRU,ENSG00000060656
PTPRZ1,ENSG00000106278
PTTG1,ENSG00000164611
PTX3,ENSG00000163661
PUM3,ENSG00000080608
PURB,ENSG00000146676
PUSL1,ENSG00000169972
PVR,ENSG00000073008
PVT1,ENSG00000249859
PWP1,ENSG00000136045
PWWP3A,ENSG00000160953
PXN,ENSG00000089159
PYCARD,ENSG00000103490
PYGB,ENSG00000100994
PYGL,ENSG00000100504
PYGM,ENSG00000068976
PYM1,ENSG00000170473
PZP,ENSG00000126838
QPCTL,ENSG00000011478
QRFPR,ENSG00000186867
R3HDM1,ENSG00000048991
R3HDM2,ENSG00000179912
RAB11A,ENSG00000103769
RAB11FIP5,ENSG00000135631
RAB27A,ENSG00000069974
RAB28,ENSG00000157869
RAB5A,ENSG00000144566
RAB6C,ENSG00000222014
RAB7A,ENSG00000075785
RAB8A,ENSG00000167461
RAB9A,ENSG00000123595
RABL2B,ENSG00000079974
RABL3,ENSG00000144840
RABL6,ENSG00000196642
RAC1,ENSG00000136238
RACGAP1,ENSG00000161800
RAD18,ENSG00000070950
RAD50,ENSG00000113522
RAD51,ENSG00000051180
RAD52,ENSG00000002016
RAD54L,ENSG00000085999
RAD54L2,ENSG00000164080
RAF1,ENSG00000132155
RAG1,ENSG00000166349
RAI14,ENSG00000039560
RAI2,ENSG00000131831
RALGPS1,ENSG00000136828
RAN,ENSG00000132341
RANBP2,ENSG00000153201
RANBP3,ENSG00000031823
RANBP9,ENSG00000010017
RANGAP1,ENSG00000100401
RAP1A,ENSG00000116473
RAP2A,ENSG00000125249
RAPGEF3,ENSG00000079337
RAPGEF5,ENSG00000136237
RAPGEF6,ENSG00000158987
RARA,ENSG00000131759
RARB,ENSG00000077092
RASA1,ENSG00000145715
RASD1,ENSG00000108551
RASD2,ENSG00000100302
RASGEF1C,ENSG00000146090
RASGRP1,ENSG00000172575
RASSF1,ENSG00000068028
RASSF2,ENSG00000101265
RASSF3,ENSG00000153179
RASSF4,ENSG00000107551
RASSF5,ENSG00000266094
RASSF8,ENSG00000123094
RAVER1,ENSG00000161847
RB1,ENSG00000139687
RBBP4,ENSG00000162521
RBBP5,ENSG00000117222
RBBP7,ENSG00000102054
RBBP8,ENSG00000101773
RBCK1,ENSG00000125826
RBL2,ENSG00000103479
RBM10,ENSG00000182872
RBM12,ENSG00000244462
RBM14,ENSG00000239306
RBM15,ENSG00000162775
RBM19,ENSG00000122965
RBM20,ENSG00000203867
RBM23,ENSG00000100461
RBM27,ENSG00000091009
RBM34,ENSG00000188739
RBM38,ENSG00000132819
RBMS1,ENSG00000153250
RBMS2,ENSG00000076067
RBMS3,ENSG00000144642
RBMX,ENSG00000147274
RBPJ,ENSG00000168214
RBPMS,ENSG00000157110
RBX1,ENSG00000100387
RC3H1,ENSG00000135870
RC3H2,ENSG00000056586
RCAN2,ENSG00000172348
RCC1,ENSG00000180198
RCN2,ENSG00000117906
RCOR1,ENSG00000089902
RCOR3,ENSG00000117625
RDM1,ENSG00000278023
RECK,ENSG00000122707
RECQL,ENSG00000004700
RECQL4,ENSG00000160957
REEP4,ENSG00000168476
REEP6,ENSG00000115255
REL,ENSG00000162924
RELA,ENSG00000173039
RELB,ENSG00000104856
RELN,ENSG00000189056
RELT,ENSG00000054967
REN,ENSG00000143839
REPS1,ENSG00000135597
RERG,ENSG00000134533
REST,ENSG00000084093
RET,ENSG00000165731
RETN,ENSG00000104918
RETREG1,ENSG00000154153
RETREG3,ENSG00000141699
REXO2,ENSG00000076043
RFC3,ENSG00000133119
RFC4,ENSG00000163918
RFC5,ENSG00000111445
RFPL3,ENSG00000128276
RFTN1,ENSG00000131378
RFX1,ENSG00000132005
RFX2,ENSG00000087903
RFX4,ENSG00000111783
RFX5,ENSG00000143390
RGN,ENSG00000130988
RGPD1,ENSG00000187627
RGPD6,ENSG00000183054
RGPD8,ENSG00000169629
RGS1,ENSG00000090104
RGS4,ENSG00000117152
RGS5,ENSG00000143248
RHAG,ENSG00000112077
RHBDD1,ENSG00000144468
RHBDD2,ENSG00000005486
RHCE,ENSG00000188672
RHD,ENSG00000187010
RHEB,ENSG00000106615
RHOA,ENSG00000067560
RHOC,ENSG00000155366
RHOH,ENSG00000168421
RHOT1,ENSG00000126858
RHOXF2,ENSG00000131721
RIC8A,ENSG00000177963
RIDA,ENSG00000132541
RILPL1,ENSG00000188026
RILPL2,ENSG00000150977
RIMS3,ENSG00000117016
RIMS4,ENSG00000101098
RIOX1,ENSG00000170468
